,Player,Team Name,Position,Year,Games Played,Games Started,Field Goals Made,Minutes,Free Throws,Points,Blocks,Blocked Attempts,Personal Fouls,Assists,Turnovers,Assists Turnover Ratio,Steals,Three Pointers,Two Pointers,Rebounds
4811,Anthony Davis,Los Angeles Lakers,F-C,2020,36,36,301,1162.0,158,786,59,24,60,110,74,1.49,45,26,275,286
4812,DaQuan Jeffries,Sacramento Kings,G-F,2020,18,2,24,232.0,6,63,4,6,23,6,8,0.75,7,9,15,29
4813,Lauri Markkanen,Chicago Bulls,F,2020,51,26,250,1317.0,76,695,15,26,75,45,52,0.87,26,119,131,268
4814,Damian Jones,Sacramento Kings,C,2020,17,4,46,341.0,25,118,17,5,36,24,15,1.6,9,1,45,77
4815,Hassan Whiteside,Sacramento Kings,C,2020,36,4,126,546.0,41,293,46,17,73,20,40,0.5,9,0,126,215
4816,Dorian Finney-Smith,Dallas Mavericks,F,2020,60,60,220,1921.0,31,590,25,23,138,102,48,2.13,52,119,101,326
4817,Trey Burke,Dallas Mavericks,G,2020,62,1,151,911.0,51,411,7,17,64,81,33,2.45,36,58,93,54
4818,Tyrell Terry,Dallas Mavericks,G,2020,11,0,5,56.0,1,11,0,0,2,6,2,3.0,5,0,5,6
4819,Jalen Brunson,Dallas Mavericks,G,2020,68,12,328,1697.0,120,857,1,17,109,239,80,2.99,35,81,247,231
4820,Tyler Bey,Dallas Mavericks,F,2020,18,0,7,71.0,3,18,1,2,6,3,3,1.0,0,1,6,19
4821,Dwight Powell,Dallas Mavericks,F-C,2020,58,19,120,966.0,97,342,30,16,135,63,40,1.58,36,5,115,234
4822,Josh Green,Dallas Mavericks,G,2020,39,5,42,445.0,13,101,3,8,35,28,17,1.65,16,4,38,78
4823,JJ Redick,Dallas Mavericks,G,2020,13,0,19,147.0,4,57,1,1,13,11,11,1.0,2,15,4,12
4824,Luka Doncic,Dallas Mavericks,F-G,2020,66,66,647,2262.0,344,1830,36,51,152,567,281,2.02,64,192,455,527
4825,Nate Hinton,Dallas Mavericks,G-F,2020,21,0,15,93.0,7,41,2,3,8,8,5,1.6,7,4,11,9
4826,Kristaps Porzingis,Dallas Mavericks,F-C,2020,43,43,325,1327.0,118,865,58,32,115,68,51,1.33,20,97,228,381
4827,Maxi Kleber,Dallas Mavericks,F,2020,50,40,116,1341.0,34,353,35,5,105,68,30,2.27,24,87,29,260
4828,Cory Joseph,Sacramento Kings,G,2020,44,2,111,944.0,36,289,9,12,98,108,44,2.45,39,31,80,99
4829,Chimezie Metu,Sacramento Kings,F-C,2020,36,6,91,488.0,31,226,18,11,59,28,29,0.97,14,13,78,112
4830,Wes Iwundu,Dallas Mavericks,F,2020,23,3,17,288.0,12,49,3,6,26,10,6,1.67,9,3,14,44
4831,James Johnson,Dallas Mavericks,F,2020,29,1,67,504.0,17,166,23,5,59,50,27,1.85,24,15,52,86
4832,Terence Davis,Sacramento Kings,G,2020,27,0,108,581.0,29,299,7,17,49,46,34,1.35,27,54,54,88
4833,Willie Cauley-Stein,Dallas Mavericks,C,2020,53,16,115,906.0,49,280,43,12,129,35,29,1.21,21,1,114,236
4834,Boban Marjanovic,Dallas Mavericks,C,2020,33,3,62,271.0,31,156,6,15,29,10,12,0.83,2,1,61,128
4835,Tim Hardaway Jr.,Dallas Mavericks,G-F,2020,70,31,407,1985.0,142,1163,11,28,111,126,64,1.97,31,207,200,229
4836,Brook Lopez,Milwaukee Bucks,C,2021,13,11,61,298.0,20,161,15,5,34,6,12,0.5,8,19,42,53
4837,George Hill,Milwaukee Bucks,G,2021,54,17,118,1253.0,57,334,6,15,70,120,41,2.93,42,41,77,155
4838,Greg Monroe,Milwaukee Bucks,C,2021,5,0,11,70.0,5,27,2,6,7,2,3,0.67,3,0,11,21
4839,Georgios Kalaitzakis,Milwaukee Bucks,F,2021,9,0,5,48.0,4,16,1,0,8,0,4,0.0,1,2,3,8
4840,Dean Wade,Cleveland Cavaliers,F,2021,51,28,99,980.0,20,269,7,6,88,52,16,3.25,29,51,48,150
4841,Darius Garland,Cleveland Cavaliers,G,2021,68,68,542,2430.0,215,1473,7,51,115,583,248,2.35,89,174,368,224
4842,Wesley Matthews,Milwaukee Bucks,G,2021,49,14,87,1002.0,22,249,8,10,87,36,18,2.0,23,53,34,92
4843,Giannis Antetokounmpo,Milwaukee Bucks,F,2021,67,67,689,2204.0,553,2002,91,63,212,388,219,1.77,72,71,618,778
4844,Jevon Carter,Milwaukee Bucks,G,2021,20,2,40,353.0,8,112,4,2,22,50,8,6.25,10,24,16,43
4845,Luca Vildoza,Milwaukee Bucks,G,2021,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0
4846,Rayjon Tucker,Milwaukee Bucks,G,2021,2,0,5,42.0,2,15,0,0,2,6,1,6.0,3,3,2,4
4847,Donte DiVincenzo,Milwaukee Bucks,G,2021,17,0,39,341.0,23,122,3,6,26,29,28,1.04,11,21,18,60
4848,Brandon Goodwin,Cleveland Cavaliers,G,2021,36,5,64,502.0,24,171,1,16,39,91,36,2.53,25,19,45,67
4849,Bobby Portis,Milwaukee Bucks,F,2021,72,59,417,2028.0,85,1052,51,48,174,86,90,0.96,53,133,284,657
4850,Serge Ibaka,Milwaukee Bucks,F,2021,19,2,54,339.0,12,133,7,3,46,13,10,1.3,4,13,41,100
4851,Thanasis Antetokounmpo,Milwaukee Bucks,F,2021,48,6,70,473.0,29,171,12,13,68,22,26,0.85,16,2,68,101
4852,Garrett Temple,New Orleans Pelicans,G-F,2021,59,16,111,1098.0,28,309,23,13,81,74,42,1.76,43,59,52,143
4853,Malik Newman,Cleveland Cavaliers,G,2021,1,0,3,8.0,2,8,0,0,0,1,1,1.0,0,0,3,1
4854,Evan Mobley,Cleveland Cavaliers,F-C,2021,69,69,422,2331.0,167,1034,115,50,147,174,133,1.31,56,23,399,570
4855,Isaac Okoro,Cleveland Cavaliers,G-F,2021,67,61,207,1981.0,119,588,22,31,164,121,58,2.09,56,55,152,201
4856,Caris LeVert,Cleveland Cavaliers,G,2021,19,10,101,567.0,35,258,5,14,40,75,33,2.27,16,21,80,64
4857,Tim Frazier,Cleveland Cavaliers,G,2021,2,0,1,8.0,0,2,0,0,3,1,2,0.5,0,0,1,0
4858,Jrue Holiday,Milwaukee Bucks,G,2021,67,64,478,2207.0,137,1225,29,42,133,457,183,2.5,108,132,346,301
4859,Langston Galloway,Milwaukee Bucks,G,2021,3,0,1,49.0,0,2,0,1,2,7,1,7.0,1,0,1,10
4860,Lindell Wigginton,Milwaukee Bucks,G,2021,19,0,26,199.0,19,80,1,6,17,23,12,1.92,5,9,17,25
4861,Pat Connaughton,Milwaukee Bucks,G,2021,65,19,227,1691.0,45,645,15,14,86,82,35,2.34,59,146,81,273
4862,Jeff Dowtin Jr.,Milwaukee Bucks,G,2021,1,0,0,3.0,0,0,0,0,0,0,0,0.0,0,0,0,0
4863,Javonte Smart,Milwaukee Bucks,G,2021,13,1,11,160.0,5,31,2,7,11,14,9,1.56,4,4,7,19
4864,Khris Middleton,Milwaukee Bucks,F,2021,66,66,452,2141.0,259,1325,18,46,160,358,190,1.88,76,162,290,356
4865,Javin DeLaurier,Milwaukee Bucks,C,2021,1,0,0,3.0,0,0,0,0,1,0,0,0.0,1,0,0,1
4866,Justin Robinson,Milwaukee Bucks,G,2021,17,0,18,198.0,2,48,0,0,17,21,11,1.91,8,10,8,13
4867,Denzel Valentine,Cleveland Cavaliers,G-F,2021,22,0,23,204.0,0,64,0,1,17,11,10,1.1,7,18,5,38
4868,Jordan Nwora,Milwaukee Bucks,F,2021,62,13,186,1185.0,36,487,17,20,78,59,57,1.04,25,79,107,221
4869,Justin Anderson,Cleveland Cavaliers,F-G,2021,3,0,4,47.0,3,13,0,0,4,6,2,3.0,1,2,2,6
4870,Ricky Rubio,Cleveland Cavaliers,G,2021,34,8,149,970.0,88,445,7,26,75,225,90,2.5,49,59,90,141
4871,Ed Davis,Cleveland Cavaliers,F-C,2021,31,3,11,201.0,6,28,9,1,33,7,5,1.4,3,0,11,64
4872,Rajon Rondo,Cleveland Cavaliers,G,2021,21,1,45,408.0,18,131,1,6,31,103,34,3.03,18,23,22,59
4873,Dylan Windler,Cleveland Cavaliers,G-F,2021,50,0,37,459.0,15,110,3,4,47,34,16,2.13,14,21,16,89
4874,Tre Scott,Cleveland Cavaliers,F,2021,2,0,3,11.0,0,6,1,0,2,0,0,0.0,1,0,3,2
4875,Collin Sexton,Cleveland Cavaliers,G,2021,11,11,68,316.0,29,176,0,16,25,23,31,0.74,10,11,57,36
4876,Bryn Forbes,San Antonio Spurs,G,2021,40,1,128,676.0,44,363,3,16,42,41,33,1.24,17,63,65,63
4877,Romeo Langford,San Antonio Spurs,G-F,2021,4,0,4,43.0,3,11,0,0,1,2,0,0.0,1,0,4,4
4878,Tyrone Wallace,New Orleans Pelicans,G,2021,6,0,7,75.0,1,17,1,1,7,1,2,0.5,3,2,5,8
4879,Joe Wieskamp,San Antonio Spurs,G-F,2021,29,0,20,205.0,7,61,3,2,14,9,2,4.5,4,14,6,14
4880,Jakob Poeltl,San Antonio Spurs,C,2021,68,67,410,1970.0,94,915,118,39,212,189,109,1.73,45,1,409,634
4881,Josh Richardson,San Antonio Spurs,G,2021,21,7,82,513.0,35,239,6,8,34,49,27,1.81,22,40,42,60
4882,Devin Vassell,San Antonio Spurs,G-F,2021,71,32,326,1937.0,83,872,41,26,143,136,58,2.34,76,137,189,306
4883,Goran Dragic,San Antonio Spurs,G,2021,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0
4884,Kevin Love,Cleveland Cavaliers,F,2021,74,4,327,1665.0,166,1007,18,17,101,160,98,1.63,26,187,140,536
4885,Lauri Markkanen,Cleveland Cavaliers,F,2021,61,61,313,1878.0,138,900,30,46,130,81,54,1.5,45,136,177,345
4886,Kevin Pangos,Cleveland Cavaliers,G,2021,24,3,15,166.0,3,39,0,1,11,30,7,4.29,3,6,9,11
4887,Alize Johnson,New Orleans Pelicans,F,2021,4,0,3,28.0,3,9,0,2,3,1,1,1.0,2,0,3,13
4888,Lonnie Walker IV,San Antonio Spurs,G-F,2021,70,6,311,1612.0,116,849,19,27,98,152,71,2.14,44,111,200,181
4889,Jarrett Allen,Cleveland Cavaliers,C,2021,56,56,369,1809.0,165,904,75,36,97,92,94,0.98,44,1,368,602
4890,Tony Snell,New Orleans Pelicans,G,2021,15,2,33,277.0,1,88,2,1,26,8,8,1.0,8,21,12,31
4891,Wenyen Gabriel,New Orleans Pelicans,F,2021,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0
4892,RJ Nembhard Jr.,Cleveland Cavaliers,G,2021,14,0,6,63.0,3,15,0,3,2,12,3,4.0,1,0,6,7
4893,Tacko Fall,Cleveland Cavaliers,C,2021,11,1,5,59.0,2,12,6,1,3,2,3,0.67,0,0,5,23
4894,Moses Brown,Cleveland Cavaliers,C,2021,14,5,37,176.0,16,90,7,1,25,0,6,0.0,4,0,37,74
4895,Sandro Mamukelashvili,Milwaukee Bucks,F-C,2021,41,3,57,407.0,18,154,9,9,28,22,15,1.47,9,22,35,82
4896,DeMarcus Cousins,Milwaukee Bucks,C,2021,17,5,55,287.0,31,154,8,10,46,18,16,1.13,16,13,42,98
4897,Rodney Hood,Milwaukee Bucks,G-F,2021,39,0,46,581.0,13,129,4,0,27,30,7,4.29,12,24,22,67
4898,DeAndre' Bembry,Milwaukee Bucks,F,2021,8,0,3,77.0,0,6,0,0,9,6,1,6.0,2,0,3,11
4899,Semi Ojeleye,Milwaukee Bucks,F,2021,20,0,18,308.0,10,57,5,6,26,5,5,1.0,5,11,7,58
4900,Luke Kornet,Milwaukee Bucks,C,2021,1,0,0,3.0,0,0,0,0,1,0,0,0.0,0,0,0,1
4901,Grayson Allen,Milwaukee Bucks,G,2021,66,61,255,1805.0,64,733,18,25,96,100,43,2.33,46,159,96,222
4902,Herbert Jones,New Orleans Pelicans,F,2021,78,69,274,2335.0,137,742,60,55,238,167,100,1.67,130,57,217,296
4903,Devonte' Graham,New Orleans Pelicans,G,2021,76,63,296,2162.0,118,902,12,23,95,316,105,3.01,71,192,104,177
4904,Willy Hernangomez,New Orleans Pelicans,C-F,2021,50,8,170,839.0,109,453,19,27,97,63,51,1.24,21,4,166,338
4905,Zion Williamson,New Orleans Pelicans,F,2021,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0
4906,Daulton Hommes,New Orleans Pelicans,F,2021,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0
4907,Jaxson Hayes,New Orleans Pelicans,C-F,2021,70,28,245,1398.0,144,654,55,19,155,43,54,0.8,33,20,225,315
4908,Trey Murphy III,New Orleans Pelicans,F,2021,62,1,109,864.0,45,334,7,13,60,38,16,2.38,23,71,38,147
4909,Anthony Tolliver,New Orleans Pelicans,F,2021,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0
4910,Gary Clark,New Orleans Pelicans,F,2021,38,1,33,378.0,7,101,7,6,20,18,10,1.8,13,28,5,90
4911,Lamar Stevens,Cleveland Cavaliers,F,2021,63,13,156,1015.0,53,383,18,26,106,44,41,1.07,31,18,138,164
4912,Miye Oni,New Orleans Pelicans,G,2021,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0
4913,Naji Marshall,New Orleans Pelicans,F,2021,55,4,109,735.0,74,313,8,18,69,62,46,1.35,33,21,88,142
4914,Josh Hart,New Orleans Pelicans,G,2021,41,40,195,1374.0,116,548,11,28,118,168,81,2.07,45,42,153,318
4915,Jose Alvarado,New Orleans Pelicans,G,2021,54,1,131,834.0,36,330,7,19,73,152,40,3.8,71,32,99,100
4916,Justin James,New Orleans Pelicans,F,2021,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0
4917,Feron Hunt,New Orleans Pelicans,F,2021,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0
4918,Ayo Dosunmu,Chicago Bulls,G,2021,77,40,278,2110.0,53,679,29,35,182,256,108,2.37,60,70,208,214
4919,Mac McClung,Chicago Bulls,G,2021,1,0,1,3.0,0,2,0,0,0,0,1,0.0,0,0,1,0
4920,Zach LaVine,Chicago Bulls,G,2021,67,67,565,2328.0,320,1635,23,61,120,303,171,1.77,41,185,380,308
4921,Alfonzo McKinnie,Chicago Bulls,F,2021,17,3,24,206.0,2,59,3,4,26,5,7,0.71,2,9,15,33
4922,Marko Simonovic,Chicago Bulls,C,2021,9,0,4,35.0,8,17,1,3,6,0,2,0.0,1,1,3,10
4923,Ersan Ilyasova,Chicago Bulls,F,2021,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0
4924,Coby White,Chicago Bulls,G,2021,61,17,279,1675.0,78,772,11,27,137,176,70,2.51,29,136,143,182
4925,Devon Dotson,Chicago Bulls,G,2021,11,0,11,85.0,5,29,0,2,11,15,5,3.0,1,2,9,9
4926,Alex Caruso,Chicago Bulls,G,2021,41,18,102,1147.0,58,304,15,18,106,165,57,2.89,71,42,60,148
4927,Malcolm Hill,Chicago Bulls,G-F,2021,16,0,19,166.0,7,55,2,2,17,7,3,2.33,3,10,9,29
4928,Nikola Vucevic,Chicago Bulls,C,2021,73,73,546,2418.0,92,1288,71,46,181,236,136,1.74,70,104,442,804
4929,Stanley Johnson,Chicago Bulls,F,2021,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0
4930,Patrick Williams,Chicago Bulls,F,2021,17,9,54,422.0,30,153,9,7,28,15,16,0.94,9,15,39,69
4931,Willie Cauley-Stein,Dallas Mavericks,C,2021,18,2,16,177.0,1,34,3,6,17,9,7,1.29,6,1,15,38
4932,Boban Marjanovic,Dallas Mavericks,C,2021,23,0,42,128.0,13,98,3,5,24,3,15,0.2,0,1,41,39
4933,Sterling Brown,Dallas Mavericks,G,2021,49,3,59,628.0,14,160,7,13,56,34,23,1.48,14,28,31,149
4934,Moses Brown,Dallas Mavericks,C,2021,26,1,27,169.0,27,81,9,5,28,1,14,0.07,3,0,27,61
4935,Tim Hardaway Jr.,Dallas Mavericks,G,2021,42,20,209,1245.0,78,598,6,18,74,92,34,2.71,38,102,107,156
4936,Frank Ntilikina,Dallas Mavericks,G,2021,58,5,89,685.0,24,240,7,10,61,69,31,2.23,27,38,51,79
4937,Kristaps Porzingis,Dallas Mavericks,F-C,2021,34,34,229,1002.0,147,654,59,18,88,69,53,1.3,25,49,180,261
4938,Brandon Ingram,New Orleans Pelicans,F,2021,55,55,453,1869.0,266,1246,26,42,119,307,151,2.03,34,74,379,320
4939,Maxi Kleber,Dallas Mavericks,F-C,2021,59,21,141,1450.0,46,411,58,14,137,68,47,1.45,30,83,58,350
4940,Didi Louzada,New Orleans Pelicans,G,2021,2,0,0,7.0,0,0,0,0,0,1,0,0.0,0,0,0,2
4941,Jon Teske,Memphis Grizzlies,C,2021,3,0,0,8.0,0,0,0,0,1,1,0,0.0,1,0,0,2
4942,Xavier Tillman,Memphis Grizzlies,F,2021,53,2,98,701.0,46,252,15,15,63,62,34,1.82,49,10,88,161
4943,Tyus Jones,Memphis Grizzlies,G,2021,73,23,249,1549.0,54,632,2,18,32,324,46,7.04,66,80,169,176
4944,Brandon Clarke,Memphis Grizzlies,F-G,2021,64,1,288,1246.0,85,666,68,26,122,86,34,2.53,39,5,283,342
4945,Shaq Buchanan,Memphis Grizzlies,G,2021,2,0,1,10.0,0,2,0,1,1,2,2,1.0,1,0,1,2
4946,Steven Adams,Memphis Grizzlies,C,2021,76,75,210,1999.0,108,528,60,44,153,256,115,2.23,65,0,210,760
4947,Ja Morant,Memphis Grizzlies,G,2021,57,57,580,1889.0,316,1564,22,95,86,384,196,1.96,66,88,492,325
4948,John Konchar,Memphis Grizzlies,G,2021,72,7,135,1292.0,27,349,22,4,90,109,29,3.76,45,52,83,329
4949,Shaquille Harrison,Memphis Grizzlies,G,2021,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0
4950,Dillon Brooks,Memphis Grizzlies,G-F,2021,32,31,227,885.0,90,590,8,27,105,88,50,1.76,36,46,181,102
4951,Sam Merrill,Memphis Grizzlies,G,2021,6,0,8,58.0,2,25,0,0,3,4,2,2.0,0,7,1,7
4952,Tyrell Terry,Memphis Grizzlies,G,2021,2,0,1,3.0,0,2,0,0,1,0,0,0.0,0,0,1,0
4953,De'Anthony Melton,Memphis Grizzlies,G,2021,73,15,281,1657.0,90,791,39,33,128,194,112,1.73,104,139,142,328
4954,Desmond Bane,Memphis Grizzlies,G,2021,76,76,508,2266.0,140,1384,29,68,196,208,111,1.87,92,228,280,334
4955,Jarrett Culver,Memphis Grizzlies,G-F,2021,37,0,51,338.0,16,130,5,9,42,33,20,1.65,20,12,39,48
4956,Yves Pons,Memphis Grizzlies,F,2021,12,0,5,71.0,0,13,4,1,6,1,1,1.0,1,3,2,12
4957,Dakota Mathias,Memphis Grizzlies,G,2021,6,0,2,16.0,0,6,0,0,1,1,0,0.0,1,2,0,2
4958,Jaren Jackson Jr.,Memphis Grizzlies,F-C,2021,78,78,430,2126.0,284,1272,177,98,272,86,130,0.66,73,128,302,454
4959,DaQuan Jeffries,Memphis Grizzlies,G-F,2021,3,0,1,9.0,0,2,0,0,1,1,0,0.0,0,0,1,2
4960,Kyle Anderson,Memphis Grizzlies,F-G,2021,69,11,209,1484.0,67,521,45,25,108,183,71,2.58,77,36,173,368
4961,Xavier Sneed,Memphis Grizzlies,F,2021,2,0,0,8.0,0,0,0,0,2,0,0,0.0,0,0,0,2
4962,Santi Aldama,Memphis Grizzlies,F-C,2021,32,0,53,360.0,20,132,10,5,36,21,16,1.31,6,6,47,87
4963,Ziaire Williams,Memphis Grizzlies,F,2021,62,31,191,1346.0,43,501,12,17,113,65,41,1.59,35,76,115,129
4964,Killian Tillie,Memphis Grizzlies,F-C,2021,36,3,43,461.0,5,118,15,10,58,22,13,1.69,23,27,16,60
4965,Kira Lewis Jr.,New Orleans Pelicans,G,2021,24,0,59,341.0,10,141,1,6,17,49,26,1.88,11,13,46,39
4966,Dorian Finney-Smith,Dallas Mavericks,F,2021,80,80,326,2644.0,56,880,39,24,183,150,80,1.88,88,172,154,375
4967,Reggie Bullock,Dallas Mavericks,G-F,2021,68,37,201,1902.0,40,583,14,16,111,83,40,2.08,41,141,60,241
4968,Trey Burke,Dallas Mavericks,G,2021,42,0,84,441.0,20,214,0,6,39,57,26,2.19,12,26,58,33
4969,Juancho Hernangomez,San Antonio Spurs,F,2021,5,0,2,51.0,3,7,1,0,0,3,2,1.5,1,0,2,15
4970,Devontae Cacok,San Antonio Spurs,F,2021,15,0,21,121.0,4,46,7,2,16,6,3,2.0,8,0,21,42
4971,Charlie Brown Jr.,Dallas Mavericks,G,2021,3,0,1,15.0,0,2,1,0,2,1,0,0.0,2,0,1,1
4972,Luka Doncic,Dallas Mavericks,F-G,2021,65,65,641,2301.0,364,1847,36,44,145,568,292,1.95,75,201,440,593
4973,Moses Wright,Dallas Mavericks,F,2021,3,0,1,13.0,3,5,1,0,0,1,0,0.0,0,0,1,3
4974,Brandon Knight,Dallas Mavericks,G,2021,5,0,10,65.0,8,32,0,2,5,8,4,2.0,1,4,6,8
4975,JaQuori McLaughlin,Dallas Mavericks,G,2021,4,0,0,11.0,0,0,0,0,1,2,0,0.0,0,0,0,0
4976,Tony Bradley,Chicago Bulls,C,2021,55,7,72,549.0,19,163,33,18,62,27,34,0.79,10,0,72,186
4977,DeMar DeRozan,Chicago Bulls,G-F,2021,76,76,774,2743.0,520,2118,24,84,178,374,181,2.07,68,50,724,392
4978,Derrick Jones Jr.,Chicago Bulls,F,2021,51,8,105,899.0,56,286,33,20,105,30,30,1.0,25,20,85,169
4979,Tristan Thompson,Chicago Bulls,F,2021,23,3,52,376.0,26,130,7,9,39,14,12,1.17,12,0,52,109
4980,Tyler Cook,Chicago Bulls,F,2021,20,2,23,200.0,21,67,4,6,28,3,7,0.43,4,0,23,53
4981,Javonte Green,Chicago Bulls,G,2021,65,45,176,1519.0,80,468,32,17,132,60,30,2.0,67,36,140,276
4982,Alize Johnson,Chicago Bulls,F,2021,16,0,12,121.0,4,28,0,3,15,8,8,1.0,3,0,12,36
4983,Matt Thomas,Chicago Bulls,G,2021,40,0,55,459.0,16,161,3,5,18,20,8,2.5,8,35,20,50
4984,Jordan Bell,Chicago Bulls,F-C,2021,1,0,0,2.0,0,0,0,0,2,0,0,0.0,1,0,0,1
4985,Lonzo Ball,Chicago Bulls,G,2021,35,35,162,1212.0,21,455,31,18,85,178,82,2.17,64,110,52,190
4986,Tomas Satoransky,New Orleans Pelicans,G,2021,32,3,32,481.0,19,88,1,6,33,76,23,3.3,14,5,27,64
4987,Jared Harper,New Orleans Pelicans,G,2021,5,0,14,43.0,4,37,1,1,5,14,2,7.0,4,5,9,2
4988,Larry Nance Jr.,New Orleans Pelicans,F-C,2021,9,0,27,182.0,8,66,7,2,17,8,10,0.8,5,4,23,39
4989,CJ McCollum,New Orleans Pelicans,G,2021,26,26,246,878.0,68,631,1,27,44,152,57,2.67,34,71,175,116
4990,Jonas Valanciunas,New Orleans Pelicans,C,2021,74,74,510,2240.0,237,1314,60,41,247,190,179,1.06,41,57,453,843
4991,Nickeil Alexander-Walker,New Orleans Pelicans,G,2021,50,19,237,1317.0,70,639,19,41,88,139,85,1.64,41,95,142,164
4992,Joshua Primo,San Antonio Spurs,G,2021,50,16,101,965.0,44,288,23,10,79,81,57,1.42,20,42,59,113
4993,Zach Collins,San Antonio Spurs,F-C,2021,28,4,76,502.0,52,218,23,16,67,61,45,1.36,13,14,62,153
4994,Keita Bates-Diop,San Antonio Spurs,F,2021,59,14,136,956.0,46,335,14,26,61,41,45,0.91,27,17,119,231
4995,Tomas Satoransky,San Antonio Spurs,G,2021,1,0,0,9.0,3,3,0,0,0,0,0,0.0,0,0,0,1
4996,Marquese Chriss,Dallas Mavericks,F,2021,34,0,62,346.0,22,154,12,20,64,17,17,1.0,13,8,54,103
4997,Carlik Jones,Dallas Mavericks,G,2021,3,0,0,19.0,2,2,0,0,0,5,3,1.67,1,0,0,3
4998,Eugene Omoruyi,Dallas Mavericks,F,2021,4,0,2,18.0,2,7,0,0,2,2,0,0.0,0,1,1,7
4999,Spencer Dinwiddie,Dallas Mavericks,G,2021,23,7,121,650.0,79,363,6,14,43,90,31,2.9,17,42,79,72
5000,Jalen Brunson,Dallas Mavericks,G,2021,79,61,506,2524.0,179,1285,3,38,151,377,124,3.04,66,94,412,309
5001,Theo Pinson,Dallas Mavericks,G-F,2021,19,0,14,148.0,10,48,2,0,12,17,5,3.4,5,10,4,21
5002,Dwight Powell,Dallas Mavericks,C,2021,82,71,269,1798.0,166,717,39,25,220,97,64,1.52,37,13,256,404
5003,George King,Dallas Mavericks,F-G,2021,4,0,0,19.0,1,1,0,1,4,0,1,0.0,0,0,0,5
5004,Isaiah Thomas,Dallas Mavericks,G,2021,1,0,3,13.0,0,6,0,0,0,4,0,0.0,0,0,3,0
5005,Josh Green,Dallas Mavericks,G-F,2021,67,3,130,1039.0,31,319,14,18,115,79,44,1.8,45,28,102,161
5006,Davis Bertans,Dallas Mavericks,F,2021,22,0,39,306.0,8,117,6,3,30,15,5,3.0,6,31,8,56
5007,Zylan Cheatham,New Orleans Pelicans,F,2021,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0
5008,Jock Landale,San Antonio Spurs,C,2021,54,1,101,589.0,34,265,14,12,53,45,31,1.45,10,29,72,138
5009,Keldon Johnson,San Antonio Spurs,F-G,2021,75,74,471,2392.0,177,1278,14,63,148,158,92,1.72,58,159,312,457
5010,Tre Jones,San Antonio Spurs,G,2021,69,11,166,1148.0,71,413,7,28,78,233,46,5.07,42,10,156,155
5011,Robert Woodard II,San Antonio Spurs,F,2021,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0
5012,Thaddeus Young,San Antonio Spurs,F,2021,26,1,74,370.0,10,158,7,9,38,59,30,1.97,23,0,74,93
5013,Jaylen Morris,San Antonio Spurs,G,2021,3,0,0,16.0,2,2,0,1,2,2,1,2.0,0,0,0,2
5014,Anthony Lamb,San Antonio Spurs,F,2021,2,0,0,8.0,0,0,0,1,0,2,0,0.0,0,0,0,1
5015,D.J. Stewart Jr.,San Antonio Spurs,G,2021,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0
5016,Doug McDermott,San Antonio Spurs,F,2021,51,51,215,1223.0,40,578,6,23,79,64,43,1.49,13,108,107,115
5017,Dejounte Murray,San Antonio Spurs,G,2021,68,68,573,2366.0,196,1438,23,58,138,627,180,3.48,138,96,477,563
5018,Tyler Johnson,San Antonio Spurs,G,2021,3,0,2,53.0,0,6,2,0,3,5,1,5.0,2,2,0,6
5019,Derrick White,San Antonio Spurs,G,2021,49,48,243,1486.0,139,706,42,19,116,274,87,3.15,49,81,162,173
5020,Drew Eubanks,San Antonio Spurs,F-C,2021,49,9,84,595.0,59,228,30,17,61,50,46,1.09,13,1,83,196
5021,Troy Brown Jr.,Chicago Bulls,F,2021,66,7,108,1055.0,20,283,5,25,62,66,26,2.54,36,47,61,203
5022,Malik Beasley,Minnesota Timberwolves,G,2021,79,18,332,1976.0,49,953,12,34,88,116,43,2.7,43,240,92,227
5023,Quentin Grimes,New York Knicks,G,2021,46,6,95,786.0,13,275,11,2,72,44,28,1.57,31,72,23,94
5024,Kevon Looney,Golden State Warriors,C-F,2021,82,80,208,1732.0,75,491,52,36,215,165,67,2.46,50,0,208,596
5025,Juan Toscano-Anderson,Golden State Warriors,F,2021,73,6,115,994.0,40,298,17,19,115,127,68,1.87,48,28,87,176
5026,Chris Chiozza,Golden State Warriors,G,2021,34,1,24,372.0,2,67,0,6,32,65,32,2.03,13,17,7,36
